Time(s),DopplerOffset(Hz)
1770480144.661868,5369.8642578125
1770480145.661868,4974.0146484375
1770480146.661868,4576.71435546875
1770480147.661868,4178.841796875
1770480148.661868,3781.257080078125
1770480149.661868,3382.03759765625
1770480150.661868,2982.990966796875
1770480151.661868,2583.82421875
1770480152.661868,2185.206298828125
1770480153.661868,1783.7630615234375
1770480154.661868,1382.4298095703125
1770480155.661868,982.528564453125
1770480156.661868,582.1884765625
1770480157.661868,182.43016052246094
1770480158.661868,-219.083251953125
1770480159.661868,-619.6729736328125
1770480160.661868,-1019.2001342773438
1770480161.661868,-1418.156982421875
1770480162.661868,-1815.474609375
1770480163.661868,-2214.3681640625
1770480164.661868,-2612.227294921875
1770480165.661868,-3011.329833984375
1770480166.661868,-3408.03564453125
1770480167.661868,-3802.179931640625
1770480168.661868,-4196.16162109375
1770480169.661868,-4592.517578125
1770480170.661868,-4986.97802734375
1770480171.661868,-5379.279296875
1770480172.661868,-5769.16162109375
1770480173.661868,-6161.64892578125
1770480174.661868,-6552.94580078125
1770480175.661868,-6941.9091796875
1770480176.661868,-7330.08642578125
1770480177.661868,-7714.29931640625
1770480178.661868,-8097.029296875
1770480179.661868,-8481.3515625
1770480180.661868,-8862.62890625
1770480181.661868,-9242.8779296875
1770480182.661868,-9624.4921875
1770480183.661868,-10001.5869140625
1770480184.661868,-10376.5068359375
1770480185.661868,-10749.8134765625
1770480186.661868,-11120.5283203125
1770480187.661868,-11493.3857421875
1770480188.661868,-11864.294921875
1770480189.661868,-12231.087890625
1770480190.661868,-12595.712890625
1770480191.661868,-12956.146484375
1770480192.661868,-13315.8466796875
1770480193.661868,-13673.4013671875
1770480194.661868,-14032.048828125
1770480195.661868,-14388.7529296875
1770480196.661868,-14740.603515625
1770480197.661868,-15090.0263671875
1770480198.661868,-15436.45703125
1770480199.661868,-15780.99609375
1770480200.661868,-16123.0439453125
1770480201.661868,-16465.705078125
1770480202.661868,-16807.677734375
1770480203.661868,-17143.9453125
1770480204.661868,-17476.685546875
1770480205.661868,-17809.693359375
1770480206.661868,-18138.662109375
1770480207.661868,-18464.4765625
1770480208.661868,-18789.830078125
1770480209.661868,-19112.548828125
1770480210.661868,-19434.970703125
1770480211.661868,-19751.44140625
1770480212.661868,-20063.654296875
1770480213.661868,-20376.607421875
1770480214.661868,-20687.109375
1770480215.661868,-20992.98828125
1770480216.661868,-21298.76171875
1770480217.661868,-21601.15625
1770480218.661868,-21899.84765625
1770480219.661868,-22194.755859375
1770480220.661868,-22489.2734375
1770480221.661868,-22782.990234375
1770480222.661868,-23073.744140625
1770480223.661868,-23360.103515625
1770480224.661868,-23644.958984375
1770480225.661868,-23925.517578125
1770480226.661868,-24203.587890625
1770480227.661868,-24479.322265625
1770480228.661868,-24754.72265625
1770480229.661868,-25026.849609375
1770480230.661868,-25296.1640625
1770480231.661868,-25562.568359375
1770480232.661868,-25826.365234375
1770480233.661868,-26086.525390625
1770480234.661868,-26343.83984375
1770480235.661868,-26601.515625
1770480236.661868,-26856.275390625
1770480237.661868,-27107.744140625
1770480238.661868,-27357.9921875
1770480239.661868,-27602.234375
1770480240.661868,-27843.80078125
1770480241.661868,-28084.876953125
1770480242.661868,-28323.4140625
1770480243.661868,-28558.697265625
1770480244.661868,-28793.58984375
1770480245.661868,-29026.966796875
1770480246.661868,-29255.626953125
1770480247.661868,-29481.24609375
1770480248.661868,-29706.2265625
1770480249.661868,-29929.837890625
1770480250.661868,-30148.705078125
1770480251.661868,-30365.888671875
1770480252.661868,-30580.63671875
1770480253.661868,-30792.314453125
1770480254.661868,-31002.470703125
1770480255.661868,-31211.3203125
1770480256.661868,-31418.806640625
1770480257.661868,-31623.66015625
1770480258.661868,-31824.95703125
1770480259.661868,-32020.474609375
1770480260.661868,-32217.373046875
1770480261.661868,-32415.552734375
1770480262.661868,-32607.076171875
1770480263.661868,-32797.859375
1770480264.661868,-32987.1953125
1770480265.661868,-33174.83203125
1770480266.661868,-33359.2109375
1770480267.661868,-33542.03125
1770480268.661868,-33721.796875
1770480269.661868,-33901.6875
1770480270.661868,-34074.3046875
1770480271.661868,-34249.62890625
1770480272.661868,-34426.21484375
1770480273.661868,-34597.03125
1770480274.661868,-34763.7578125
1770480275.661868,-34931.5625
1770480276.661868,-35096.921875
1770480277.661868,-35260.74609375
1770480278.661868,-35422.80859375
1770480279.661868,-35582.88671875
1770480280.661868,-35740.11328125
1770480281.661868,-35895.22265625
1770480282.661868,-36047.640625
1770480283.661868,-36200.375
1770480284.661868,-36351.921875
1770480285.661868,-36502.14453125
1770480286.661868,-36647.671875
1770480287.661868,-36793.67578125
1770480288.661868,-36939.00390625
1770480289.661868,-37081.6015625
1770480290.661868,-37222.875
1770480291.661868,-37362.1015625
1770480292.661868,-37499.3203125
1770480293.661868,-37635.125
1770480294.661868,-37769.0703125
1770480295.661868,-37903.0
1770480296.661868,-38034.26953125
1770480297.661868,-38164.42578125
1770480298.661868,-38293.22265625
1770480299.661868,-38420.45703125
1770480300.661868,-38546.2109375
1770480301.661868,-38669.578125
1770480302.661868,-38792.55078125
1770480303.661868,-38914.25
1770480304.661868,-39034.43359375
1770480305.661868,-39153.40625
1770480306.661868,-39270.4296875
1770480307.661868,-39386.67578125
1770480308.661868,-39500.2734375
1770480309.661868,-39613.46484375
1770480310.661868,-39726.1171875
1770480311.661868,-39836.12890625
1770480312.661868,-39944.796875
1770480313.661868,-40054.70703125
1770480314.661868,-40161.4375
1770480315.661868,-40267.87109375
1770480316.661868,-40371.671875
1770480317.661868,-40474.03515625
1770480318.661868,-40578.16015625
1770480319.661868,-40678.73828125
1770480320.661868,-40779.1015625
1770480321.661868,-40878.0
1770480322.661868,-40975.15625
1770480323.661868,-41071.6640625
1770480324.661868,-41167.1484375
1770480325.661868,-41261.71875
1770480326.661868,-41354.98046875
1770480327.661868,-41447.3671875
1770480328.661868,-41538.9453125
1770480329.661868,-41628.71484375
1770480330.661868,-41718.0546875
